device_id,recorded_at,value
MD-V6-0000547,2025-12-27 19:47:10.735185+00,0.066667
MD-V6-0000547,2025-12-27 19:47:11.202473+00,0.066667
MD-V6-0000547,2025-12-27 19:47:11.535678+00,0.066667
MD-V6-0000547,2025-12-27 19:47:50.589718+00,0.133333
MD-V6-0000547,2025-12-27 19:47:51.457252+00,0.2
MD-V6-0000547,2025-12-27 19:47:52.057622+00,0.133333
MD-V6-0000547,2025-12-27 19:47:52.323786+00,0.133333
MD-V6-0000547,2025-12-27 19:47:52.589949+00,0.133333
MD-V6-0000547,2025-12-27 19:47:52.857114+00,0.133333
MD-V6-0000547,2025-12-27 19:47:53.391443+00,0.133333
MD-V6-0000547,2025-12-27 19:47:54.458099+00,0.133333
MD-V6-0000547,2025-12-27 19:47:54.725264+00,0.2
MD-V6-0000547,2025-12-27 19:47:55.058469+00,0.266667
MD-V6-0000547,2025-12-27 19:47:55.458715+00,0.2
MD-V6-0000547,2025-12-27 19:47:55.926003+00,0.133333
MD-V6-0000547,2025-12-27 19:47:56.725495+00,0.2
MD-V6-0000547,2025-12-27 19:47:57.059701+00,0.2
MD-V6-0000547,2025-12-27 19:47:57.926234+00,0.6
MD-V6-0000547,2025-12-27 19:47:58.793768+00,0.133333
MD-V6-0000547,2025-12-27 19:47:59.594261+00,0.2
MD-V6-0000547,2025-12-27 19:48:00.060548+00,0.066667
MD-V6-0000547,2025-12-27 19:48:00.527836+00,0.4
MD-V6-0000547,2025-12-27 19:48:01.468415+00,0.133333
MD-V6-0000547,2025-12-27 19:48:02.014751+00,0.2
MD-V6-0000547,2025-12-27 19:48:02.61512+00,0.333333
MD-V6-0000547,2025-12-27 19:48:03.483655+00,0.2
MD-V6-0000547,2025-12-27 19:48:03.81586+00,0.133333
MD-V6-0000547,2025-12-27 19:48:04.084025+00,0.066667
MD-V6-0000547,2025-12-27 19:48:04.283147+00,0.066667
MD-V6-0000547,2025-12-27 19:48:04.48327+00,0.533333
MD-V6-0000547,2025-12-27 19:48:06.084256+00,0.133333
MD-V6-0000547,2025-12-27 19:48:06.485503+00,0.2
MD-V6-0000547,2025-12-27 19:48:07.090876+00,0.333333
MD-V6-0000547,2025-12-27 19:48:07.691245+00,0.733333
MD-V6-0000547,2025-12-27 19:48:08.691861+00,0.066667
MD-V6-0000547,2025-12-27 19:48:09.159149+00,0.333333
MD-V6-0000547,2025-12-27 19:48:09.625436+00,0.066667
MD-V6-0000547,2025-12-27 19:48:09.825559+00,0.266667
MD-V6-0000547,2025-12-27 19:48:10.359888+00,0.6
MD-V6-0000547,2025-12-27 19:48:11.093339+00,0.066667
MD-V6-0000547,2025-12-27 19:48:11.559626+00,0.266667
MD-V6-0000547,2025-12-27 19:48:11.959873+00,0.066667
MD-V6-0000547,2025-12-27 19:48:12.42716+00,0.2
MD-V6-0000547,2025-12-27 19:48:12.760365+00,0.2
MD-V6-0000547,2025-12-27 19:48:13.094571+00,0.066667
MD-V6-0000547,2025-12-27 19:48:13.294694+00,0.133333
MD-V6-0000547,2025-12-27 19:48:13.694941+00,0.2
